 ,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings,error
c12ccc(cc1CC1=C2CCN1C1=CCC=C[C@@H]1Cl)Cl,3.996504808,4.7641,0.533701707,20,303.0581548,0,1,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1=CC2=CC=CC=CC2=Cc2c1cccc2,3.045190783,4.1492,0.59521323,16,204.0939004,0,0,0,TRUE,0,0,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,3,
C(Oc1cc2c(c3c([nH]2)ncc(Cl)c3)cc1)CCC,2.148181531,4.5484,0.708957945,19,274.0872908,1,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c12c(CC(=CC2)O)ccc(c1)C(=C1C=NC2=C(C=C1)C(=CC(=O)O)CC=C2)C=C,4.022268814,5.0323,0.719209968,29,383.1521435,2,3,1,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
C1c2c(cc(Cl)nc2)C(=C2NCCC2)C1,3.001046755,2.7757,0.680528913,15,220.0767261,1,2,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1=CC2=C[C@@H](O)C(=C(F)[C@@H]2C=C2C1=CC(=O)N=N2)C(=O)NCc1cc(ccc1)N,4.406845383,2.3982,0.684823357,29,392.1284686,3,5,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
O=C1[C@H](CC[C@@H]1O)Nc1nc2c(C(=O)CC2)nc1,3.921776077,0.1098,0.770242031,18,247.0956913,2,6,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1(ccc(cc1)O)N1[C@H](F)[N@](NC1)N1CCCC1,3.711526189,1.2402,0.775177303,18,252.1386394,2,5,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1=C[C@H]([C@H]2SCCN2)C=Cc2c1cccc2,3.749540008,3.0053,0.79421095,16,229.0925205,1,2,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1c2CC(=NC3(NCCN3)O)Nc2cc(c1Cl)F,3.94267063,0.642,0.604661137,18,270.0683669,4,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1=C[C@H](C)C(=CC1)NC(=O)C1=C([C@@H]2CC3=C([C@@H](OC)[C@@H](C(=C3)O)C(=O)O)C2=CN=C1)O,5.458632475,2.8507,0.513907257,31,424.1634365,4,6,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1(=CCC=C(C1)OC1=CC2=C3C=CC=CN3NN2C=C1F)O,4.661171674,3.1633,0.819954927,22,299.1070049,2,5,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C1C2=C(NC1=C1CCCC1)C(=O)C1=C[C@@H]3[N@@](CC1=C2)[C@H](C[C@@H]1C[C@H](OC)CC1)C1=CNC=CC1=C3,5.471011141,4.6962,0.627819542,35,469.2729274,2,5,0,TRUE,0,0,0,0,3,0.428571429,4,0.571428571,0,0,0,0,0,0,0,0,0,0,7,
C1=CCC=NC(=N)[C@H]1c1ncccc1,3.985991537,2.17317,0.669564404,14,185.0952974,1,2,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
[C@@H]1(C=C2CC3=C(C2=C(C=N1)O)Cc1c3cc(Oc2ccccc2)c2OCC(=O)c12)[C@@H]1OC(=C(C1)C)C(=O)O,4.766509645,5.1064,0.588879978,38,509.1474521,2,7,2,FALSE,0,0,0,0,4,0.571428571,2,0.285714286,1,0.142857143,0,0,0,0,0,0,0,0,7,
N1=C(CNC1(C)C)N=c1oc2c(cccc2)[nH]1,3.629438324,1.3994,0.718065156,17,230.1167611,2,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
N1=C[C@@H]2C3=C(C=C4[C@@H](C)C(=CC(F)(F)[C@@H]24)F)[C@H]2C=C=c4c(=NCC2=C3N1)cccc4,5.87855182,3.3357,0.706429278,30,405.1452822,1,3,0,TRUE,0,0,0,0,1,0.166666667,4,0.666666667,0,0,1,0.166666667,0,0,0,0,0,0,6,
CO[C@H]1CNC(=C1C)[C@H](C=C)O,4.598004164,0.4255,0.601762595,12,169.1102787,2,3,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
C1=C[C@H]2[C@H](OC)CC[C@@H]2[C@@H]2N=CCc3c4C[C@H](c5ccccc5)Oc4nc(=O)n3C2=C1,4.954064268,3.3669,0.754444251,31,415.1895917,0,6,0,TRUE,0,0,0,0,2,0.333333333,2,0.333333333,2,0.333333333,0,0,0,0,0,0,0,0,6,
[C@@H]1(C(=C2N=CCN=C2)CCC1)C1=CC2=C3[C@H](CC[C@@H]3CCC(=N2)C2=NCC=CN2)[C@H]1CO,5.537976728,3.7748,0.715904454,32,429.2528606,2,6,0,TRUE,0,0,0,0,2,0.333333333,3,0.5,1,0.166666667,0,0,0,0,0,0,0,0,6,
n1[nH]c(nc1N=c1[nH]c2ccccc2cc1)C,3.08756689,1.82682,0.662889015,17,225.1014454,2,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
NC(=C=C1C=CC2=C(F)CC=NC=C2[C@H]1C)c1ccc2nccnc2c1,4.352848253,4.2426,0.786986236,26,344.1437248,1,4,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
c1c(C2=C3O[C@@H]4CC=CCC4=C3NC2)cc(c(C(=O)O)c1)O,3.849015439,2.4076,0.730597512,22,297.100108,3,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
O(C)c1c(OC2=CCC=CC2)nc(c2ncc(N)cc2)nn1,3.375986819,2.1371,0.863388117,22,297.1225747,1,7,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
N1=C2C(=CC(=CC2)F)[C@@H]2Cc3c(nccc3)C2=N1,4.145844767,2.5961,0.68528954,18,239.0858755,0,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
N1=CC(=NC=C[C@H]1C1=CCC(=CC1)N)CC,5.063123118,2.3669,0.706251022,16,215.1422475,1,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1c(cc2c3NC[C@H](C[C@H](O)C)c3ccc2c1)F,3.433354358,3.2589,0.85079568,18,245.1215924,2,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1=C[C@@H](CO)c2ccc(c(C(=O)O)c2C1)C1=CC=C(C2=N[C@H](C(=O)N)CCO2)[C@@H](F)C1,4.886494461,2.2973,0.623846212,31,426.1591001,3,5,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
[C@@H]1([C@@H](O)[C@@H](NC1=O)[C@H]1C[C@H]2C(=CC=CC(=C2)C)C1)c1cc(C(=O)N)ccc1,4.614866964,2.1971,0.767601822,27,364.1786926,3,3,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
[C@H]1(CNCCCC1)c1c(c2c([C@@H](Cc3ccc(F)cc3OC)N(C)C2=O)cc1)O,3.57163694,3.7664,0.823193431,29,398.2005709,2,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c12-c3ccccc3N(C)[C@@](C(=O)N)(c1cc(cc2)C1=CNC(=N)[C@H]1C)O,4.058189688,1.99127,0.666361698,26,348.1586259,4,4,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
O1C=CC(=c2c1cc(=C(c1ccccc1)N)cc2)F,3.230875237,1.7856,0.840561629,19,253.0902922,1,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
N12CCC(=O)[C@H]1CC1=C2C=C2C(=N[C@H]3SCCC3=N2)C1,5.122603634,1.9338,0.682983681,20,285.0935831,0,5,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
C1(=CCC(=CC1)[C@@H]1CC[C@H](c2ncncc2)N1)O,4.488982156,2.4318,0.783204034,18,243.1371622,2,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1=Cc2c(=C[C@@H]1N)[nH]c1=CCC(=Cc21)C,4.730028319,0.7368,0.63397941,15,198.1156984,2,1,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1cc(cc(n1)CN)c1cc2c([nH]c3nc4[nH]c5c(CCCCC5)c4nc23)cc1,2.929456156,4.382,0.394742682,29,382.1905947,3,4,0,TRUE,0,0,0,0,2,0.333333333,3,0.5,1,0.166666667,0,0,0,0,0,0,0,0,6,
C12=C[C@H]3C=CC(=CC(=C3N[C@]31C1=C(N(N=C3C)C)CN=CN21)F)OC1=CCCCC1,5.794349769,3.8282,0.758787398,30,405.1964886,1,6,0,TRUE,0,0,1,0.166666667,0,0,4,0.666666667,1,0.166666667,0,0,0,0,0,0,0,0,6,
C1C=CC=CC1=C1CC2=C(N1)NNN2,4.429282783,0.5314,0.447745164,14,188.1061964,4,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C(NC(=O)NC1=NC2=C(CNC2)C1)[C@@H]1Cc2ccccc2[C@H]1C,4.097983209,1.9211,0.781190984,23,310.1793613,3,3,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
C1CN=C2CNC[C@H]2CC1,3.750206284,0.8307,0.526549277,10,138.1156984,1,2,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
C1[C@H](NCN1)C1=CC2=C=C(C)C(=CC=C=C[C@@H]2C=C1)[C@H]1[C@@H](F)C=C[C@@H](N=C1)OC,6.914608185,3.308,0.573197864,29,391.2059907,2,4,0,TRUE,0,0,0,0,1,0.25,1,0.25,1,0.25,0,0,1,0.25,0,0,0,0,4,
C1C(=CCC(=C1)NC1=C2C(=CC=CN1)C1=C(N=C3N=C4Nc5c([C@@H]4C=C3N1C2)cccc5N)F)F,5.219402654,4.3158,0.382826858,35,469.1826501,4,7,0,TRUE,0,0,0,0,2,0.285714286,4,0.571428571,1,0.142857143,0,0,0,0,0,0,0,0,7,
C1=CCC=C[C@@H]2C(=O)N=C3N=C([C@@H](C(C)C)C=C3C=C12)C,4.826778135,3.6569,0.675806945,21,280.1575633,0,2,0,TRUE,0,0,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,3,
C1[C@H](OC)CC(=C1[C@@H](c1cc2c(c(c1C#N)C)c(c(c(c2)O)C)C)F)O,4.211833644,4.97384,0.814763072,26,355.1583718,2,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
O[C@H]1C(=C(CC1)O)[C@H]1C(=C2NC3=C(CC(=CC3)CO)[C@H]2C1)N,5.18547466,1.3294,0.495689848,22,302.1630426,5,5,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
C1[C@H]2C=CCC=C2OC=C2[C@H]1C=C1CN=CC=C1C=C2,5.15322061,3.8738,0.607828515,20,263.1310142,0,2,0,TRUE,0,0,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,4,
C1=C=C(OC2=C(C)C3=C(C[C@@H](C3)OC)C2)CCC=C(C1)C=NC(=N)[C@@H]1CNCN1,5.671443802,3.50237,0.378818267,29,394.2368762,3,5,0,TRUE,0,0,0,0,3,0.75,0,0,0,0,1,0.25,0,0,0,0,0,0,4,
c1c2-c3ncc4NCNc4c3Cc2c2=C3C[C@@H](O)C[C@H]3C(=O)NC=c2c1,4.836348798,0.2371,0.468449829,26,346.1429758,4,5,0,TRUE,0,0,0,0,3,0.5,2,0.333333333,1,0.166666667,0,0,0,0,0,0,0,0,6,
C1C2=C(CC3=C(C2)N=C2N(C(=N2)c2cccc(C=N)c2)[C@@H]3C)[C@@H](NC1)[C@@H]1CC=CCC=C1,5.028976559,4.73337,0.545127003,32,423.2422959,2,5,0,TRUE,0,0,1,0.166666667,0,0,4,0.666666667,1,0.166666667,0,0,0,0,0,0,0,0,6,
C1=CCC2=C=C[C@@H]3C=NC4=N[C@@H](C5CCCC5)CC4=CC3=C=CC2=C1,5.569364973,5.0373,0.603333039,25,326.1782987,0,2,1,TRUE,0,0,0,0,2,0.4,1,0.2,1,0.2,1,0.2,0,0,0,0,0,0,5,
C(=C(CC(C)C)O)c1cc(CCO)ccn1,2.840117706,2.5614,0.75123276,16,221.1415788,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1c2c([nH]c(=NNC=C3C=CNN=C3)[nH]2)CC=C1CCC,4.570542132,1.5598,0.499837468,21,284.1749446,4,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1=NC(=N)[C@H](C=N1)C=C=C(NN)C,5.483008206,0.21477,0.319788623,13,177.1014454,3,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C(=O)(O)N=C1OC2=C(C1)C(=O)c1nnc3c(c1[C@H]2O)c1ccc(CN)nc1o3,4.624000002,1.2103,0.555387057,28,381.0709331,3,9,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
C1=C(CN=CC1)C(=O)CC,3.879790795,1.3664,0.56477896,10,137.084064,0,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1=C[C@H](c2cc(O)c(c(C)c2)O)C=CC1,3.145039712,3.00592,0.542555432,15,202.0993797,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c12ncccc1C1=C(C3=C=C4OCC[C@@H]4C=C=C[C@@H]3C=C1O)C2,5.422881646,3.6336,0.744027412,23,301.1102787,1,3,0,TRUE,0,0,0,0,2,0.4,2,0.4,0,0,1,0.2,0,0,0,0,0,0,5,
C1=C(O)CC=C2[C@H]1OC1=C2C=NC(=NC2=C[C@H](C=C[C@H]2OC)OCO)[C@H]1C,5.871668046,2.334,0.585253622,27,370.1528718,2,6,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C1(=C=C2C=C[C@H](N3C=CC=N[C@H]23)c2ccc(O)c3NCCc23)NC=CC(=C1F)N,5.248742153,2.8632,0.438415547,29,389.1651885,4,6,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
[nH]1c2cc3CC=C(C(=O)O)Cc3cc2c2c1ncc(C(=N)OC)c2,3.243638234,2.79747,0.499009419,24,321.1113413,3,4,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C1CCCC[C@@H]2CN3C[C@@H](F)C=C(C)C=C=C3N12,4.578690714,2.8411,0.608219497,18,248.1688769,0,2,0,TRUE,0,0,0,0,1,0.333333333,0,0,1,0.333333333,1,0.333333333,0,0,0,0,0,0,3,
O(C)c1ccc(C2=C(C)O[C@@H]3[C@H](CC2)C=CCCN3)cc1,3.766082382,3.7284,0.839916884,21,285.172879,1,3,0,TRUE,0,0,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,3,
c1(cc2c(cc1C1=CN=Cc3ccccc3C1)CNC2=O)F,3.024437299,3.0852,0.861930074,22,292.1011913,1,2,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C[C@H]1C(=CCN2CN=C3C(=C12)C=C(O)[C@@H](C=C3)[N@@]1Nc2c(cccc2)C1)O,4.841336457,3.2692,0.715220172,27,362.1742759,3,6,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
FC(F)(C1=C(C(=N)C2=NC3=C(CC=CC3)CC2=C1)O)F,4.262432439,3.76937,0.514765393,20,280.0823476,2,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1(=N)N=CC2=CCC=CC2=N1,4.314579182,1.33287,0.534325425,11,145.0639972,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1ccccc1C1=NC[C@@H]2[C@@H]3[C@@H](NC2=N1)CCNC=C3,4.544186553,1.5565,0.810118432,20,266.1531466,2,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1=CC2=C(CN=C(Cl)C2)C(=CC1)C,4.102730394,3.2302,0.560327808,13,193.0658271,0,1,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1(cc(ccc1)[C@@H](C)NC)C,2.1040511,2.27542,0.679862453,11,149.1204495,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
n1cc(cc2[C@H]3CC[C@H](C(C)C)C(=O)N3C(=Nc12)C)N(O)O,4.486063556,2.6656,0.819899712,22,304.1535405,2,6,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
n1cnccc1[C@H]1C=CC=CC=C1,3.285669336,2.2424,0.645580257,13,170.0843983,0,2,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1cc(C2=NC3=C[C@@H]4C(=CC3=N2)C2=C(Cc3c2cccc3)N4)ccc1,3.776997999,3.6509,0.855026094,25,321.1265975,1,3,0,TRUE,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
C(=O)(O)[C@@H](CO)COC(=O)[C@@H]1C=C([C@H]([C@@H]2C3=CC=C4[C@H]([C@@H]3NC2=N)C(=O)[C@H]2SCCC2=N4)C=C1)F,5.941569429,1.41287,0.315347866,35,501.1369847,4,8,1,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
C12=CCC3=C(CNC3=C2N[C@@H]1C)Oc1cc(ccc1)N,4.066972182,2.0383,0.717682476,20,267.1371622,3,4,0,TRUE,0,0,1,0.25,1,0.25,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1CC[C@@H]2C1=NC(=N)N1C3=NC=c4c(=C[C@H]3C[C@@H]21)cccc4,4.877254706,1.49717,0.773212075,22,290.1531466,1,2,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1[C@H](CC(=C1C1CCCC1)O)C[C@](O)(CC)C,3.825039056,3.9498,0.77822508,17,238.1932801,2,2,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
N1=CN(Cl)C2=C=CC3=C(C(=O)C(=O)c4ccc(C)cc4)N[C@H]4N=c5[nH]c(C1)c2c5=C34,4.931723794,1.24972,0.341531957,30,415.0836024,2,6,0,TRUE,0,0,0,0,3,0.5,1,0.166666667,2,0.333333333,0,0,0,0,0,0,0,0,6,
c12c(oc3c2CCCC3)cc(c(c1)C)C,2.222599666,3.92844,0.627695413,15,200.1201151,0,1,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N1=C([C@@H]2C(=CN1)N=C1[C@H](CCCC[C@@H](N1)C(=O)O)S2)c1cnccc1,4.615296788,1.7296,0.745488574,25,357.1259458,3,7,0,TRUE,0,0,0,0,0,0,3,0.75,0,0,1,0.25,0,0,0,0,0,0,4,
C(O)C[C@@H]([C@H]1CC[C@@]2(C1)C(=N)Nc1cc(ccc21)C)C,4.554445063,3.45419,0.789014812,20,272.1888634,3,2,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1([C@@H]2C=NC(=O)N(C)C2=O)ccc2c(CN(C)C2=O)c1,3.578219705,1.0186,0.765283643,20,271.0956913,0,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N1=C(c2ccccc2)N(C)C2=C(c3ccccc3C2)CN1,2.808161238,2.8506,0.866354722,21,275.1422475,1,3,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1=C(O)Cc2c(C1)c1=C3CC4=C(N3CN=c1[nH]2)CC=CC4,4.717945606,1.5639,0.708216562,21,279.1371622,2,3,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
C1=C(C=CC(=C(NCCC2=CCC=C(C)C2=C)NC=1)N)N1c2c(CC(=NC1)[C@H]1NCCO1)cccc2,5.003705016,3.4895,0.464647774,36,482.2794097,4,7,0,TRUE,0,0,0,0,1,0.2,2,0.4,1,0.2,1,0.2,0,0,0,0,0,0,5,
C1N=C(C=CN1)[C@H]1C=CCC(=C1)OCC,4.725236539,1.9983,0.713259911,15,204.1262631,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
N12C(=C3C[C@H](O)c4c(cccc4)[C@@H]3C2)C(=N)N=C[C@H]1C,4.573755136,2.22717,0.75694226,20,267.1371622,2,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C=C(NC=C1C=CN2C(=C1N)NC1=C2CNC1=N)c1ccc(OC)cc1,3.917940716,1.49177,0.565533867,26,348.1698593,5,6,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1=NC2=C3C(=C([C@@H]4C5=C(CCN5)CC4)NC3)C[C@@H]2C(=O)C1,5.017206053,1.8187,0.770620878,21,281.1528122,2,4,0,TRUE,0,0,0,0,4,0.8,1,0.2,0,0,0,0,0,0,0,0,0,0,5,
N=C1N=C(C)CC2=C1C(=O)c1c2ccnc1,3.36832386,1.87337,0.711432828,16,211.0745619,1,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1O[C@H](CC1)C(=O)Nc1ccccc1,2.073121743,1.8041,0.773717053,14,191.0946287,1,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c12C=CCC=Cc2nc2CC=CC(=O)c2c1,3.720382518,2.8067,0.657257337,16,209.084064,0,2,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
c12oc3c(cccc3)c1nnc1C=C[C@H](C=Cc21)Cl,3.800980861,4.0234,0.578084703,19,268.0403406,0,3,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
[C@H]12C=C([C@@H](C=C1[C@H](CO2)OC)c1nnc(c(C)c1)C)ON,4.94450061,1.30504,0.667269556,21,289.1426415,1,6,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
NC1=CCC=C(N=C2C(=N)N=C[C@H](C2)C)C1,5.143371546,2.03557,0.691092883,16,216.1374965,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
OC1=C(C=CC2=C(C=CCC=C2)C1)N1CCn2c(OC1)nc1cccc(CN)c21,3.903865103,3.6891,0.820578753,29,388.189926,2,6,0,TRUE,0,0,0,0,1,0.2,1,0.2,3,0.6,0,0,0,0,0,0,0,0,5,
c1ccccc1C(=O)[C@@H]1C=C(C(=CC=N1)OCC)C,3.38309304,3.189,0.774923418,19,255.1259288,0,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
C(=O)(N)c1cc2=C=C3Cc4cc(ccc4N=CC3=CC=c2cc1)CC,3.693758928,2.3328,0.9046615,25,326.1419132,1,2,0,TRUE,0,0,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,4,
C12=C(NNC1)N=NCN=C2,4.952449367,-0.2001,0.485369968,10,137.0701452,2,5,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
C1=CN(C=CO1)[C@H]1Cc2c(=N)[nH][nH]c2N1C,5.318590677,0.41527,0.640537717,16,219.11201,3,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
[nH]1[nH]c(=N)c2cc3ccccc3cc12,2.843230304,2.12867,0.477976467,14,183.0796473,3,1,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N1=CCC(=CNC2=CC=C[C@H](C=C2)CO)C=NC1=O,4.728312854,1.7436,0.808408345,19,257.1164267,2,3,0,TRUE,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,
C1[C@H](C[C@H](Cl)C1)[C@@H]1N=C2C[C@H](S[C@@H]2C=N1)CF,5.709088564,3.089,0.710432583,17,274.0706754,0,3,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
O=C(O)[C@H](C)C=C(CC)CCl,3.788983627,2.2823,0.527289853,11,176.0604073,1,1,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
c12ccc(cc2cc2nnc(=N)oc2c1)F,2.91516687,1.99457,0.583107574,16,215.04949,1,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C12=CC=NNC1=NC=C1[C@@H]2C=C=C2N=C(C(=O)N=C2N=CNC=C1)C1=CNCCC=C1,6.032814026,1.4113,0.567118316,31,410.1603572,3,8,0,TRUE,0,0,0,0,0,0,3,0.6,1,0.2,0,0,0,0,0,0,1,0.2,5,
C1C2=C(N[C@H]([C@H](C(=O)N)c3ccc4ccccc4c3)C2)[C@H](C=C1F)OC,4.311885112,3.2968,0.887372862,26,352.1587061,2,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c12[nH]c3=NC(=O)CC=c3c1cc1CC(=O)Nc1n2,3.849994124,-0.6121,0.643490244,18,240.0647255,2,3,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
N1=C(CCC)CC=CN1,3.921128599,1.6495,0.594345793,9,124.1000484,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
